Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
G1,1,C,UNKNOWN,VIC,NFQ-MGB,33.17456436,33.03587723,0.196133226,,,,FALSE,0.01,FALSE,6,20,,N,N
G1,1,D,UNKNOWN,FAM,NFQ-MGB,31.3113308,31.01429367,0.420072585,,,,FALSE,0.01,FALSE,6,20,,N,N
G2,1,C,UNKNOWN,VIC,NFQ-MGB,32.89719009,33.03587723,0.196133226,,,,FALSE,0.01,FALSE,6,20,,N,N
G2,1,D,UNKNOWN,FAM,NFQ-MGB,30.71725845,31.01429367,0.420072585,,,,FALSE,0.01,FALSE,6,20,,N,N
G3,39,C,UNKNOWN,VIC,NFQ-MGB,24.58872795,24.21273041,0.531742156,,,,FALSE,0.01,FALSE,6,20,,Y,N
G3,39,D,UNKNOWN,FAM,NFQ-MGB,29.54208755,29.00749207,0.75603354,,,,FALSE,0.01,FALSE,6,20,,Y,N
G4,39,C,UNKNOWN,VIC,NFQ-MGB,23.83673096,24.21273041,0.531742156,,,,FALSE,0.01,FALSE,6,20,,Y,N
G4,39,D,UNKNOWN,FAM,NFQ-MGB,28.47289467,29.00749207,0.75603354,,,,FALSE,0.01,FALSE,6,20,,Y,N
G5,46,C,UNKNOWN,VIC,NFQ-MGB,33.68509293,34.30591583,0.877976179,,,,FALSE,0.01,FALSE,6,20,,Y,N
G5,46,D,UNKNOWN,FAM,NFQ-MGB,36.78395844,37.63134766,1.198389292,,,,FALSE,0.01,FALSE,6,20,,Y,N
G6,46,C,UNKNOWN,VIC,NFQ-MGB,34.92673874,34.30591583,0.877976179,,,,FALSE,0.01,FALSE,6,20,,Y,N
G6,46,D,UNKNOWN,FAM,NFQ-MGB,38.47873688,37.63134766,1.198389292,,,,FALSE,0.01,FALSE,6,20,,Y,N
G7,66,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G7,66,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G8,66,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G8,66,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G9,43,C,UNKNOWN,VIC,NFQ-MGB,30.53559113,30.62623024,0.128183067,,,,FALSE,0.01,FALSE,6,20,,N,N
G9,43,D,UNKNOWN,FAM,NFQ-MGB,34.12548447,34.39043427,0.374698281,,,,FALSE,0.01,FALSE,6,20,,N,N
G10,43,C,UNKNOWN,VIC,NFQ-MGB,30.71686935,30.62623024,0.128183067,,,,FALSE,0.01,FALSE,6,20,,N,N
G10,43,D,UNKNOWN,FAM,NFQ-MGB,34.65538788,34.39043427,0.374698281,,,,FALSE,0.01,FALSE,6,20,,N,N
G11,77,C,UNKNOWN,VIC,NFQ-MGB,31.31214523,31.50426865,0.271704882,,,,FALSE,0.01,FALSE,6,20,,N,Y
G11,77,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G12,77,C,UNKNOWN,VIC,NFQ-MGB,31.69639397,31.50426865,0.271704882,,,,FALSE,0.01,FALSE,6,20,,N,N
G12,77,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,76,C,UNKNOWN,VIC,NFQ-MGB,31.12622643,31.07181931,0.076943286,,,,FALSE,0.01,FALSE,6,20,,N,N
H2,76,D,UNKNOWN,FAM,NFQ-MGB,26.00971603,26.16855621,0.224633932,,,,FALSE,0.01,FALSE,6,20,,N,N
H3,76,C,UNKNOWN,VIC,NFQ-MGB,31.01741219,31.07181931,0.076943286,,,,FALSE,0.01,FALSE,6,20,,N,N
H3,76,D,UNKNOWN,FAM,NFQ-MGB,26.32739639,26.16855621,0.224633932,,,,FALSE,0.01,FALSE,6,20,,N,N
H4,63,C,UNKNOWN,VIC,NFQ-MGB,28.8278656,28.43367577,0.557468593,,,,FALSE,0.01,FALSE,6,20,,Y,N
H4,63,D,UNKNOWN,FAM,NFQ-MGB,25.70606232,25.52990341,0.249124959,,,,FALSE,0.01,FALSE,6,20,,Y,N
H5,63,C,UNKNOWN,VIC,NFQ-MGB,28.03948593,28.43367577,0.557468593,,,,FALSE,0.01,FALSE,6,20,,Y,N
