Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\MO_Time2(1).eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
C10,238f,C,UNKNOWN,VIC,NFQ-MGB,27.9072361,27.94155312,0.048531592,,,,FALSE,0.01,FALSE,6,20,,N,Y
C10,238f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
C11,187f,C,UNKNOWN,VIC,NFQ-MGB,25.06924248,25.91848946,1.201016545,,,,FALSE,0.01,FALSE,6,20,,Y,N
C11,187f,D,UNKNOWN,FAM,NFQ-MGB,32.59830856,33.51177216,1.291832566,,,,FALSE,0.01,FALSE,6,20,,Y,N
C12,187f,C,UNKNOWN,VIC,NFQ-MGB,26.76773643,25.91848946,1.201016545,,,,FALSE,0.01,FALSE,6,20,,Y,N
C12,187f,D,UNKNOWN,FAM,NFQ-MGB,34.42523575,33.51177216,1.291832566,,,,FALSE,0.01,FALSE,6,20,,Y,N
D1,47f,C,UNKNOWN,VIC,NFQ-MGB,29.47486305,29.0240097,0.637602925,,,,FALSE,0.01,FALSE,6,20,,Y,N
D1,47f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
D2,47f,C,UNKNOWN,VIC,NFQ-MGB,28.57315636,29.0240097,0.637602925,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D2,47f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D3,198f,C,UNKNOWN,VIC,NFQ-MGB,29.34983635,29.04020691,0.437883496,,,,FALSE,0.01,FALSE,6,20,,N,Y
D3,198f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
D4,198f,C,UNKNOWN,VIC,NFQ-MGB,28.73057556,29.04020691,0.437883496,,,,FALSE,0.01,FALSE,6,20,,N,N
D4,198f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
D5,126f,C,UNKNOWN,VIC,NFQ-MGB,33.82526779,33.23116302,0.840193689,,,,FALSE,0.01,FALSE,6,20,,Y,N
D5,126f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
D6,126f,C,UNKNOWN,VIC,NFQ-MGB,32.63705444,33.23116302,0.840193689,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D6,126f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D7,79f,C,UNKNOWN,VIC,NFQ-MGB,33.53004837,33.30450439,0.318970054,,,,FALSE,0.01,FALSE,6,20,,N,N
D7,79f,D,UNKNOWN,FAM,NFQ-MGB,30.13973618,30.00798798,0.18631874,,,,FALSE,0.01,FALSE,6,20,,N,N
D8,79f,C,UNKNOWN,VIC,NFQ-MGB,33.0789566,33.30450439,0.318970054,,,,FALSE,0.01,FALSE,6,20,,N,N
D8,79f,D,UNKNOWN,FAM,NFQ-MGB,29.87624168,30.00798798,0.18631874,,,,FALSE,0.01,FALSE,6,20,,N,N
D9,110f,C,UNKNOWN,VIC,NFQ-MGB,33.67553711,32.81336975,1.219291449,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D9,110f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.99039841,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
D10,110f,C,UNKNOWN,VIC,NFQ-MGB,31.95119858,32.81336975,1.219291449,,,,FALSE,0.01,FALSE,6,20,,Y,N
D10,110f,D,UNKNOWN,FAM,NFQ-MGB,35.99039841,35.99039841,,,,,FALSE,0.01,FALSE,6,20,,Y,N
D11,49f,C,UNKNOWN,VIC,NFQ-MGB,26.62345314,26.69766998,0.104957119,,,,FALSE,0.01,FALSE,6,20,,Y,N
D11,49f,D,UNKNOWN,FAM,NFQ-MGB,31.79445267,32.50905991,1.010607243,,,,FALSE,0.01,FALSE,6,20,,Y,N
D12,49f,C,UNKNOWN,VIC,NFQ-MGB,26.77188492,26.69766998,0.104957119,,,,FALSE,0.01,FALSE,6,20,,Y,N
D12,49f,D,UNKNOWN,FAM,NFQ-MGB,33.22366714,32.50905991,1.010607243,,,,FALSE,0.01,FALSE,6,20,,Y,N
E1,241f,C,UNKNOWN,VIC,NFQ-MGB,31.70464516,31.30641556,0.563181698,,,,FALSE,0.01,FALSE,6,20,,Y,N
E1,241f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
E2,241f,C,UNKNOWN,VIC,NFQ-MGB,30.90818596,31.30641556,0.563181698,,,,FALSE,0.01,FALSE,6,20,,Y,Y
E2,241f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
E3,78f,C,UNKNOWN,VIC,NFQ-MGB,34.59746552,34.78237152,0.261493891,,,,FALSE,0.01,FALSE,6,20,,Y,N
E3,78f,D,UNKNOWN,FAM,NFQ-MGB,30.53466225,30.97782516,0.626728356,,,,FALSE,0.01,FALSE,6,20,,Y,N
E4,78f,C,UNKNOWN,VIC,NFQ-MGB,34.96727371,34.78237152,0.261493891,,,,FALSE,0.01,FALSE,6,20,,Y,N
E4,78f,D,UNKNOWN,FAM,NFQ-MGB,31.42098999,30.97782516,0.626728356,,,,FALSE,0.01,FALSE,6,20,,Y,N
E5,114f,C,UNKNOWN,VIC,NFQ-MGB,31.97493553,31.6974144,0.392475486,,,,FALSE,0.01,FALSE,6,20,,N,Y
E5,114f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E6,114f,C,UNKNOWN,VIC,NFQ-MGB,31.41989136,31.6974144,0.392475486,,,,FALSE,0.01,FALSE,6,20,,N,Y
E6,114f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E7,133f,C,UNKNOWN,VIC,NFQ-MGB,24.17673492,23.66205597,0.727867305,,,,FALSE,0.01,FALSE,6,20,,Y,N
E7,133f,D,UNKNOWN,FAM,NFQ-MGB,36.34759521,36.34759521,,,,,FALSE,0.01,FALSE,6,20,,Y,N
E8,133f,C,UNKNOWN,VIC,NFQ-MGB,23.14737511,23.66205597,0.727867305,,,,FALSE,0.01,FALSE,6,20,,Y,Y
E8,133f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.34759521,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
E9,195f,C,UNKNOWN,VIC,NFQ-MGB,28.30981064,28.21131706,0.139290944,,,,FALSE,0.01,FALSE,6,20,,N,Y
E9,195f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E10,195f,C,UNKNOWN,VIC,NFQ-MGB,28.11282349,28.21131706,0.139290944,,,,FALSE,0.01,FALSE,6,20,,N,Y
E10,195f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E11,51f,C,UNKNOWN,VIC,NFQ-MGB,24.83609772,24.56080055,0.389328986,,,,FALSE,0.01,FALSE,6,20,,N,N
E11,51f,D,UNKNOWN,FAM,NFQ-MGB,34.91209412,34.91209412,,,,,FALSE,0.01,FALSE,6,20,,N,N
E12,51f,C,UNKNOWN,VIC,NFQ-MGB,24.28550339,24.56080055,0.389328986,,,,FALSE,0.01,FALSE,6,20,,N,N
E12,51f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,34.91209412,,,,,FALSE,0.01,FALSE,6,20,,N,N
F1,158f,C,UNKNOWN,VIC,NFQ-MGB,27.62581062,27.16856766,0.646640539,,,,FALSE,0.01,FALSE,6,20,,Y,N
F1,158f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
F2,158f,C,UNKNOWN,VIC,NFQ-MGB,26.71132278,27.16856766,0.646640539,,,,FALSE,0.01,FALSE,6,20,,Y,Y
F2,158f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
F3,127f,C,UNKNOWN,VIC,NFQ-MGB,27.21276474,27.30583572,0.131622255,,,,FALSE,0.01,FALSE,6,20,,N,Y
F3,127f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
